CookerStat, GenerateAssetRegistry=0.035621, Initialize=0.172056, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_0, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/NewPaperTileMap.uasset, AutoPackageBackupDelegate=0.105347, FlushAsyncLoading=0.005733, FlushStreamingFunc=0.079993, BlockTillAllRequestsFinished=0.006944, ResetLoadersForSaveUnMarkAllObjects=0.348035, TagPackageExports=0.087541, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.474211, GatherLocalizableTextData=0.659853, MarkNames=0.009660, SerializeSummary=0.022337, SerializeNames=0.044674, SerializeGatherableTextData=0.004530, BuildExportMap=0.022337, SortExportsNonSeekfree=0.010565, SortExportsSeekfreeConstructor=0.076368, SortExportsSeekfreeInner=0.446744, SortExportsSeekfree=0.002716, BuildDependencyMap=0.013884, SerializeImportMap=0.009056, SerializeExportMap=0.004832, SerializeDependencyMap=0.001509, SerializeStringAssetReferenceMap=0.001512, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.042863, SerializeExports=1.832552, SerializeBulkData=0.022639, MoveFile=0.543036, UnaccountedTime=0.777572, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_18, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=0.077277, FlushAsyncLoading=0.003621, FlushStreamingFunc=0.057954, BlockTillAllRequestsFinished=0.004832, ResetLoadersForSaveUnMarkAllObjects=0.126176, TagPackageExports=0.036526, BeginCacheForCookedPlatformData=0.001810, SerializeImports=19.370869, GatherLocalizableTextData=0.747692, MarkNames=0.007246, SerializeSummary=0.028677, SerializeNames=0.026863, SerializeGatherableTextData=0.004530, BuildExportMap=0.018410, SortExportsNonSeekfree=0.007246, SortExportsSeekfreeConstructor=0.008453, SortExportsSeekfreeInner=0.473909, SortExportsSeekfree=0.003625, BuildDependencyMap=0.007242, SerializeImportMap=0.005431, SerializeExportMap=0.004228, SerializeDependencyMap=0.000905, SerializeStringAssetReferenceMap=0.002112, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.041053, SerializeExports=0.319663, SerializeBulkData=0.005737, MoveFile=0.768218, UnaccountedTime=0.603404, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_19, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=2.496935, FlushAsyncLoading=0.004526, FlushStreamingFunc=0.052523, BlockTillAllRequestsFinished=0.005431, ResetLoadersForSaveUnMarkAllObjects=0.142176, TagPackageExports=0.028376, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.428934, GatherLocalizableTextData=0.165116, MarkNames=0.006337, SerializeSummary=0.009961, SerializeNames=0.025056, SerializeGatherableTextData=0.004224, BuildExportMap=0.017811, SortExportsNonSeekfree=0.006940, SortExportsSeekfreeConstructor=0.057355, SortExportsSeekfreeInner=0.439800, SortExportsSeekfree=0.002716, BuildDependencyMap=0.007547, SerializeImportMap=0.004832, SerializeExportMap=0.004224, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.033204, SerializeExports=0.232730, SerializeBulkData=0.004828, MoveFile=0.658043, UnaccountedTime=0.090554, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_20, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.061920, FlushAsyncLoading=0.003017, FlushStreamingFunc=0.086635, BlockTillAllRequestsFinished=0.005733, ResetLoadersForSaveUnMarkAllObjects=0.134025, TagPackageExports=0.131305, BeginCacheForCookedPlatformData=0.001509, SerializeImports=0.677966, GatherLocalizableTextData=5.161703, MarkNames=0.006035, SerializeSummary=0.009961, SerializeNames=0.027169, SerializeGatherableTextData=0.003621, BuildExportMap=0.016302, SortExportsNonSeekfree=0.006638, SortExportsSeekfreeConstructor=0.007547, SortExportsSeekfreeInner=0.779387, SortExportsSeekfree=0.002414, BuildDependencyMap=0.006944, SerializeImportMap=0.005130, SerializeExportMap=0.003926, SerializeDependencyMap=0.001512, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.030488, SerializeExports=1.917977, SerializeBulkData=0.006340, MoveFile=0.896506, UnaccountedTime=0.618197, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_21, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.111124, FlushAsyncLoading=0.003017, FlushStreamingFunc=0.084821, BlockTillAllRequestsFinished=0.005133, ResetLoadersForSaveUnMarkAllObjects=0.123758, TagPackageExports=0.124063, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.668004, GatherLocalizableTextData=0.604913, MarkNames=0.005737, SerializeSummary=0.011168, SerializeNames=0.031695, SerializeGatherableTextData=0.003923, BuildExportMap=0.016905, SortExportsNonSeekfree=0.007246, SortExportsSeekfreeConstructor=0.057049, SortExportsSeekfreeInner=0.790857, SortExportsSeekfree=0.003319, BuildDependencyMap=0.007246, SerializeImportMap=0.004828, SerializeExportMap=0.004228, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.036824, SerializeExports=1.781240, SerializeBulkData=0.005133, MoveFile=0.750408, UnaccountedTime=0.685811, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_22, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.078222, FlushAsyncLoading=0.002716, FlushStreamingFunc=0.071540, BlockTillAllRequestsFinished=0.005130, ResetLoadersForSaveUnMarkAllObjects=0.130098, TagPackageExports=0.137344, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.698790, GatherLocalizableTextData=0.613067, MarkNames=0.005733, SerializeSummary=0.009358, SerializeNames=0.031695, SerializeGatherableTextData=0.003625, BuildExportMap=0.016902, SortExportsNonSeekfree=0.007246, SortExportsSeekfreeConstructor=0.007849, SortExportsSeekfreeInner=0.843078, SortExportsSeekfree=0.003923, BuildDependencyMap=0.007849, SerializeImportMap=0.005435, SerializeExportMap=0.004526, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001512, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.035618, SerializeExports=1.842216, SerializeBulkData=0.005733, MoveFile=0.831306, UnaccountedTime=0.109270, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_23, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.055282, FlushAsyncLoading=0.003017, FlushStreamingFunc=0.077575, BlockTillAllRequestsFinished=0.006039, ResetLoadersForSaveUnMarkAllObjects=0.147607, TagPackageExports=0.130098, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.671625, GatherLocalizableTextData=0.683095, MarkNames=0.005737, SerializeSummary=0.010263, SerializeNames=0.032902, SerializeGatherableTextData=0.003923, BuildExportMap=0.017207, SortExportsNonSeekfree=0.007547, SortExportsSeekfreeConstructor=0.055842, SortExportsSeekfreeInner=0.803232, SortExportsSeekfree=0.003017, BuildDependencyMap=0.007246, SerializeImportMap=0.005133, SerializeExportMap=0.004224, SerializeDependencyMap=0.001509, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.032600, SerializeExports=1.971107, SerializeBulkData=0.006035, MoveFile=1.031738, UnaccountedTime=0.646573, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_24, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.203489, FlushAsyncLoading=0.003021, FlushStreamingFunc=0.083610, BlockTillAllRequestsFinished=0.005133, ResetLoadersForSaveUnMarkAllObjects=0.131909, TagPackageExports=0.131305, BeginCacheForCookedPlatformData=0.001512, SerializeImports=0.700902, GatherLocalizableTextData=0.622727, MarkNames=0.007544, SerializeSummary=0.009961, SerializeNames=0.031997, SerializeGatherableTextData=0.003319, BuildExportMap=0.016302, SortExportsNonSeekfree=0.007246, SortExportsSeekfreeConstructor=0.053126, SortExportsSeekfreeInner=0.797495, SortExportsSeekfree=0.002719, BuildDependencyMap=0.007242, SerializeImportMap=0.004832, SerializeExportMap=0.003923, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.031393, SerializeExports=1.829840, SerializeBulkData=0.004828, MoveFile=0.731390, UnaccountedTime=0.092067, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_25, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.089692, FlushAsyncLoading=0.002716, FlushStreamingFunc=0.062786, BlockTillAllRequestsFinished=0.004832, ResetLoadersForSaveUnMarkAllObjects=0.135832, TagPackageExports=0.124361, BeginCacheForCookedPlatformData=0.001509, SerializeImports=0.696681, GatherLocalizableTextData=0.647776, MarkNames=0.005737, SerializeSummary=0.011168, SerializeNames=0.031091, SerializeGatherableTextData=0.003923, BuildExportMap=0.017509, SortExportsNonSeekfree=0.006642, SortExportsSeekfreeConstructor=0.008751, SortExportsSeekfreeInner=0.859681, SortExportsSeekfree=0.003017, BuildDependencyMap=0.007246, SerializeImportMap=0.005435, SerializeExportMap=0.004526, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.042561, SerializeExports=1.917679, SerializeBulkData=0.006337, MoveFile=0.770330, UnaccountedTime=0.629969, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_26, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Saved/Autosaves/Game/TopDownBP/Maps/TopDownExampleMap_Auto2.umap, AutoPackageBackupDelegate=9.293478, FlushAsyncLoading=0.014186, FlushStreamingFunc=0.097804, BlockTillAllRequestsFinished=0.006940, ResetLoadersForSaveUnMarkAllObjects=31.429331, TagPackageExports=1.408450, BeginCacheForCookedPlatformData=0.002112, SerializeImports=2.700988, GatherLocalizableTextData=12.216028, MarkNames=0.073351, SerializeSummary=0.014488, SerializeNames=0.484474, SerializeGatherableTextData=0.026565, BuildExportMap=0.340190, SortExportsNonSeekfree=0.804137, SortExportsSeekfreeConstructor=0.057653, SortExportsSeekfreeInner=24.204458, SortExportsSeekfree=0.007845, BuildDependencyMap=0.130404, SerializeImportMap=0.051618, SerializeExportMap=0.048298, SerializeDependencyMap=0.012681, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.196548, SerializeExports=5.562864, SerializeBulkData=143.992462, MoveFile=11.794638, UnaccountedTime=0.199527, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_27, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileSet.uasset, AutoPackageBackupDelegate=1.634240, FlushAsyncLoading=0.004224, FlushStreamingFunc=0.060976, BlockTillAllRequestsFinished=0.005733, ResetLoadersForSaveUnMarkAllObjects=0.137646, TagPackageExports=0.019621, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.406597, GatherLocalizableTextData=0.097800, MarkNames=0.003926, SerializeSummary=0.011470, SerializeNames=0.029579, SerializeGatherableTextData=0.001211, BuildExportMap=0.010867, SortExportsNonSeekfree=0.003017, SortExportsSeekfreeConstructor=0.007849, SortExportsSeekfreeInner=0.195600, SortExportsSeekfree=0.002414, BuildDependencyMap=0.005435, SerializeImportMap=0.004832, SerializeExportMap=0.003621, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.097804, SerializeExports=0.408407, SerializeBulkData=0.004828, MoveFile=0.666194, UnaccountedTime=0.086028, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_28, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileSet.uasset, AutoPackageBackupDelegate=1.160931, FlushAsyncLoading=0.003017, FlushStreamingFunc=0.095084, BlockTillAllRequestsFinished=0.005133, ResetLoadersForSaveUnMarkAllObjects=0.130400, TagPackageExports=0.024151, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.403881, GatherLocalizableTextData=0.100516, MarkNames=0.003923, SerializeSummary=0.009961, SerializeNames=0.028074, SerializeGatherableTextData=0.001207, BuildExportMap=0.009961, SortExportsNonSeekfree=0.002716, SortExportsSeekfreeConstructor=0.007547, SortExportsSeekfreeInner=0.177793, SortExportsSeekfree=0.002112, BuildDependencyMap=0.005130, SerializeImportMap=0.004526, SerializeExportMap=0.003323, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001207, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.104744, SerializeExports=0.403881, SerializeBulkData=0.004224, MoveFile=0.774555, UnaccountedTime=0.086330, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_29, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileSet.uasset, AutoPackageBackupDelegate=1.445279, FlushAsyncLoading=0.003017, FlushStreamingFunc=0.054635, BlockTillAllRequestsFinished=0.005435, ResetLoadersForSaveUnMarkAllObjects=0.137340, TagPackageExports=0.019621, BeginCacheForCookedPlatformData=0.000905, SerializeImports=0.416558, GatherLocalizableTextData=0.095990, MarkNames=0.003923, SerializeSummary=0.010263, SerializeNames=0.028376, SerializeGatherableTextData=0.001207, BuildExportMap=0.010867, SortExportsNonSeekfree=0.002716, SortExportsSeekfreeConstructor=0.057954, SortExportsSeekfreeInner=0.162400, SortExportsSeekfree=0.002112, BuildDependencyMap=0.005431, SerializeImportMap=0.004828, SerializeExportMap=0.003319, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.002112, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.120744, SerializeExports=0.435874, SerializeBulkData=0.012681, MoveFile=0.772446, UnaccountedTime=0.091158, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_30, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.597412, FlushAsyncLoading=0.004224, FlushStreamingFunc=0.056446, BlockTillAllRequestsFinished=0.005435, ResetLoadersForSaveUnMarkAllObjects=0.132211, TagPackageExports=0.123762, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.671927, GatherLocalizableTextData=0.694565, MarkNames=0.006340, SerializeSummary=0.009660, SerializeNames=0.029881, SerializeGatherableTextData=0.004530, BuildExportMap=0.017505, SortExportsNonSeekfree=0.006944, SortExportsSeekfreeConstructor=0.007849, SortExportsSeekfreeInner=0.768822, SortExportsSeekfree=0.003017, BuildDependencyMap=0.007246, SerializeImportMap=0.004828, SerializeExportMap=0.003923, SerializeDependencyMap=0.001211, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.034411, SerializeExports=1.773994, SerializeBulkData=0.004832, MoveFile=1.056790, UnaccountedTime=0.635404, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_31, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.206208, FlushAsyncLoading=0.003017, FlushStreamingFunc=0.066109, BlockTillAllRequestsFinished=0.004828, ResetLoadersForSaveUnMarkAllObjects=0.124667, TagPackageExports=0.120442, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.709355, GatherLocalizableTextData=0.668306, MarkNames=0.005733, SerializeSummary=0.009961, SerializeNames=0.028979, SerializeGatherableTextData=0.003319, BuildExportMap=0.016604, SortExportsNonSeekfree=0.006940, SortExportsSeekfreeConstructor=0.007547, SortExportsSeekfreeInner=0.749201, SortExportsSeekfree=0.002719, BuildDependencyMap=0.007242, SerializeImportMap=0.004828, SerializeExportMap=0.004228, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.030790, SerializeExports=1.808103, SerializeBulkData=0.004832, MoveFile=0.950839, UnaccountedTime=0.094481, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_32, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.175720, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.092369, BlockTillAllRequestsFinished=0.006337, ResetLoadersForSaveUnMarkAllObjects=0.144891, TagPackageExports=0.127081, BeginCacheForCookedPlatformData=0.001509, SerializeImports=0.671022, GatherLocalizableTextData=0.748597, MarkNames=0.007547, SerializeSummary=0.012074, SerializeNames=0.033505, SerializeGatherableTextData=0.004224, BuildExportMap=0.016905, SortExportsNonSeekfree=0.007246, SortExportsSeekfreeConstructor=0.008754, SortExportsSeekfreeInner=0.783913, SortExportsSeekfree=0.002716, BuildDependencyMap=0.007246, SerializeImportMap=0.005431, SerializeExportMap=0.004228, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.036221, SerializeExports=1.817465, SerializeBulkData=0.013884, MoveFile=0.756446, UnaccountedTime=0.671323, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_33, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.153082, FlushAsyncLoading=0.003017, FlushStreamingFunc=0.083614, BlockTillAllRequestsFinished=0.006340, ResetLoadersForSaveUnMarkAllObjects=0.135530, TagPackageExports=0.124063, BeginCacheForCookedPlatformData=0.001509, SerializeImports=0.681587, GatherLocalizableTextData=0.770632, MarkNames=0.006035, SerializeSummary=0.010565, SerializeNames=0.033505, SerializeGatherableTextData=0.003926, BuildExportMap=0.017505, SortExportsNonSeekfree=0.007246, SortExportsSeekfreeConstructor=0.056747, SortExportsSeekfreeInner=0.746183, SortExportsSeekfree=0.002719, BuildDependencyMap=0.007242, SerializeImportMap=0.005130, SerializeExportMap=0.003926, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.032902, SerializeExports=1.780637, SerializeBulkData=0.005435, MoveFile=18.422745, UnaccountedTime=0.667401, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_34, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/TopDownBP/Maps/TopDownExampleMap.umap, AutoPackageBackupDelegate=9.202924, FlushAsyncLoading=0.011772, FlushStreamingFunc=0.090856, BlockTillAllRequestsFinished=0.006340, ResetLoadersForSaveUnMarkAllObjects=30.924629, TagPackageExports=1.441352, BeginCacheForCookedPlatformData=0.002414, SerializeImports=2.510216, GatherLocalizableTextData=11.901193, MarkNames=0.087239, SerializeSummary=0.014789, SerializeNames=0.468176, SerializeGatherableTextData=0.025958, BuildExportMap=0.336871, SortExportsNonSeekfree=0.791762, SortExportsSeekfreeConstructor=0.054333, SortExportsSeekfreeInner=23.379791, SortExportsSeekfree=0.005133, BuildDependencyMap=0.109874, SerializeImportMap=0.050712, SerializeExportMap=0.047993, SerializeDependencyMap=0.012979, SerializeStringAssetReferenceMap=0.002116, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.125310, SerializeExports=5.415563, SerializeBulkData=143.878662, MoveFile=1.847044, UnaccountedTime=0.668608, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_35, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=2.113581, FlushAsyncLoading=0.004832, FlushStreamingFunc=0.055540, BlockTillAllRequestsFinished=0.004224, ResetLoadersForSaveUnMarkAllObjects=0.140969, TagPackageExports=0.121348, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.641439, GatherLocalizableTextData=0.716902, MarkNames=0.005737, SerializeSummary=0.011168, SerializeNames=0.031695, SerializeGatherableTextData=0.003923, BuildExportMap=0.016902, SortExportsNonSeekfree=0.006642, SortExportsSeekfreeConstructor=0.007547, SortExportsSeekfreeInner=0.781801, SortExportsSeekfree=0.002716, BuildDependencyMap=0.006944, SerializeImportMap=0.005431, SerializeExportMap=0.004530, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.031393, SerializeExports=1.989517, SerializeBulkData=0.006039, MoveFile=0.768822, UnaccountedTime=0.089046, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_36, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileSet.uasset, AutoPackageBackupDelegate=1.753170, FlushAsyncLoading=0.004224, FlushStreamingFunc=0.088442, BlockTillAllRequestsFinished=0.004832, ResetLoadersForSaveUnMarkAllObjects=0.132211, TagPackageExports=0.019316, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.381544, GatherLocalizableTextData=0.096291, MarkNames=0.003926, SerializeSummary=0.009354, SerializeNames=0.028376, SerializeGatherableTextData=0.001207, BuildExportMap=0.010565, SortExportsNonSeekfree=0.003021, SortExportsSeekfreeConstructor=0.007544, SortExportsSeekfreeInner=0.180509, SortExportsSeekfree=0.002414, BuildDependencyMap=0.005435, SerializeImportMap=0.004832, SerializeExportMap=0.003319, SerializeDependencyMap=0.000905, SerializeStringAssetReferenceMap=0.001512, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.098705, SerializeExports=0.427727, SerializeBulkData=0.005130, MoveFile=0.657439, UnaccountedTime=0.085123, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_37, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileSet.uasset, AutoPackageBackupDelegate=1.305517, FlushAsyncLoading=0.002716, FlushStreamingFunc=0.087839, BlockTillAllRequestsFinished=0.005435, ResetLoadersForSaveUnMarkAllObjects=0.124667, TagPackageExports=0.019316, BeginCacheForCookedPlatformData=0.001211, SerializeImports=0.438292, GatherLocalizableTextData=0.108063, MarkNames=0.004526, SerializeSummary=0.009660, SerializeNames=0.028677, SerializeGatherableTextData=0.001207, BuildExportMap=0.010867, SortExportsNonSeekfree=0.002716, SortExportsSeekfreeConstructor=0.008754, SortExportsSeekfreeInner=0.172660, SortExportsSeekfree=0.002414, BuildDependencyMap=0.005435, SerializeImportMap=0.004526, SerializeExportMap=0.003621, SerializeDependencyMap=0.000909, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.118025, SerializeExports=0.421990, SerializeBulkData=0.004530, MoveFile=0.659552, UnaccountedTime=0.084519, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_38, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=1.299478, FlushAsyncLoading=0.003021, FlushStreamingFunc=0.085123, BlockTillAllRequestsFinished=0.004224, ResetLoadersForSaveUnMarkAllObjects=0.118930, TagPackageExports=0.119533, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.629667, GatherLocalizableTextData=0.857867, MarkNames=0.006039, SerializeSummary=0.010263, SerializeNames=0.029281, SerializeGatherableTextData=0.003621, BuildExportMap=0.015695, SortExportsNonSeekfree=0.005435, SortExportsSeekfreeConstructor=0.007849, SortExportsSeekfreeInner=0.460628, SortExportsSeekfree=0.002414, BuildDependencyMap=0.006340, SerializeImportMap=0.004530, SerializeExportMap=0.003923, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001512, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025958, SerializeExports=1.812331, SerializeBulkData=0.004526, MoveFile=9.937029, UnaccountedTime=0.936352, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionId18ECE1C048ED94EB0E988AB6E00DF2DC_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_51562EF34E3B8104A343EF95FEAB4847__1_0_13123_0, StartTime=2016.09.14-22.17.54, HierarchicalDDC=, DataSize=458, Duration=1.752261, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdC2F3C2864CF6B5AF3FEBC181C51FF7DE_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_348736504F037CADBAA2469018928DC6__1_0_13123_0, StartTime=2016.09.14-22.17.54, HierarchicalDDC=, DataSize=458, Duration=1.458559, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
